,Id,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,OverallQual-s2,OverallQual-s3,OverallQual-Sq,AllSF-2,AllSF-3,AllSF-Sq,AllFlrsSF-2,AllFlrsSF-3,AllFlrsSF-Sq,GrLivArea-2,GrLivArea-3,GrLivArea-Sq,SimplOverallQual-s2,SimplOverallQual-s3,SimplOverallQual-Sq,ExterQual-2,ExterQual-3,ExterQual-Sq,GarageCars-2,GarageCars-3,GarageCars-Sq,TotalBath-2,TotalBath-3,TotalBath-Sq,KitchenQual-2,KitchenQual-3,KitchenQual-Sq,GarageScore-2,GarageScore-3,GarageScore-Sq,TotBsmtFin,TotBath,TotArea,HasFirePlace,HasWoodDeck ,enc_street,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
1090,1091,60.0,9.053101595549691,2,1.0,4,3,3,4,1950,1950,0.0,3,3,4.0,3.0,0.0,1.0,0.0,0.0,2,1040,1040,2,3.0,6,8.0,0,4.0,1987.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,1,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,2.0,1,1,12,9.0,9,6.0,4.0,1200.0,912.0,2,1,648.0,400.0,2.0,2.0,2.0,1040.0,1040,0,0.0,0,9,27,1.7320508075688772,1081600.0,1124864000.0,32.2490309931942,1081600,1124864000,32.2490309931942,1081600,1124864000,32.2490309931942,1,1,1.0,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,1440000.0,1728000000.0,34.64101615137755,0.0,2.0,1040.0,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5208599867263763
1091,1092,24.0,7.6783263565068856,2,2.0,4,3,7,5,1999,2000,212.0,4,3,4.0,3.0,0.0,1.0,90.0,600.0,5,624,1252,1,4.0,4,8.0,0,4.0,1999.0,2.0,462.0,3.0,3.0,2,0,48,0,0,0,3.0,0,2008,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,4.0,1386.0,912.0,6,2,648.0,462.0,2.0,2.0,3.5,1852.0,1252,48,1.0,0,49,343,2.6457513110645907,3429904.0,6352182208.0,43.034869582700026,1567504,1962515008,35.38361202590826,1567504,1962515008,35.38361202590826,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,12.25,42.875,1.8708286933869707,16.0,64.0,2.0,1920996.0,2662500456.0,37.22902093797257,510.0,3.5,1852.0,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.56363582933001
1092,1093,60.0,9.036106025364846,2,1.0,4,3,6,5,1925,1950,0.0,3,3,3.0,3.0,0.0,1.0,758.0,1181.0,2,1390,1694,1,3.0,7,8.0,1,4.0,1925.0,2.0,576.0,3.0,3.0,2,342,0,128,0,0,3.0,0,2008,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3.0,4.0,1728.0,912.0,4,1,648.0,576.0,2.0,1.0,2.0,2875.0,1694,128,0.0,0,36,216,2.449489742783178,8265625.0,23763671875.0,53.61902647381804,2869636,4861163384,41.15823125451335,2869636,4861163384,41.15823125451335,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,2985984.0,5159780352.0,41.569219381653056,423.0,2.0,2875.0,True,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5513252165620117
1093,1094,71.0,9.130322663990151,2,1.0,4,3,5,8,1965,1998,166.0,3,3,3.0,3.0,1.0,1.0,203.0,864.0,4,1200,1200,1,4.0,6,8.0,0,4.0,1977.0,2.0,884.0,3.0,3.0,2,0,64,0,0,0,3.0,0,2006,2,3,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,1.0,1,1,40,9.0,9,4.0,4.0,2652.0,912.0,6,1,648.0,884.0,2.0,2.0,2.5,2064.0,1200,64,1.0,0,25,125,2.23606797749979,4260096.0,8792838144.0,45.43126676640219,1440000,1728000000,34.64101615137755,1440000,1728000000,34.64101615137755,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,16.0,64.0,2.0,7033104.0,18651791808.0,51.49757275833493,661.0,2.5,2064.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5565579982789104
1094,1095,74.0,8.677439540558334,2,1.0,4,3,5,7,1956,2000,0.0,3,3,3.0,3.0,0.0,3.0,448.0,936.0,5,936,936,1,3.0,4,8.0,0,4.0,1956.0,1.0,308.0,3.0,3.0,2,0,0,80,160,0,3.0,0,2010,2,3,2.0,1.0,1.0,2.0,4.0,1.0,2,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3.0,4.0,924.0,912.0,6,1,648.0,308.0,2.0,1.0,2.0,1872.0,936,240,0.0,0,25,125,2.23606797749979,3504384.0,6560206848.0,43.266615305567875,876096,820025856,30.59411708155671,876096,820025856,30.59411708155671,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,853776.0,788889024.0,30.397368307141328,488.0,2.0,1872.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5469087879029986
1095,1096,78.0,9.139703292376742,2,1.0,3,3,6,5,2006,2006,0.0,4,3,4.0,3.0,0.0,1.0,1290.0,1314.0,4,1314,1314,1,4.0,6,8.0,1,4.0,2006.0,2.0,440.0,3.0,3.0,2,0,22,0,0,0,3.0,0,2007,2,2,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,30,9.0,12,4.0,4.0,1320.0,912.0,4,2,648.0,440.0,2.0,2.0,2.0,2628.0,1314,22,0.0,0,36,216,2.449489742783178,6906384.0,18149977152.0,51.264022471905186,1726596,2268747144,36.24913792078372,1726596,2268747144,36.24913792078372,4,8,1.4142135623730951,16,64,2.0,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,1742400.0,2299968000.0,36.3318042491699,24.0,2.0,2628.0,True,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.571137592309338
1096,1097,60.0,8.836809882398365,2,1.0,4,3,6,7,1914,2006,0.0,3,3,3.0,3.0,0.0,1.0,684.0,684.0,3,773,1355,1,4.0,7,8.0,0,4.0,1979.0,0.0,0.0,3.0,3.0,2,136,0,115,0,0,3.0,0,2007,2,3,2.0,1.0,1.0,2.0,4.0,2.0,1,1.0,1.0,1.0,1.0,1,1,42,9.0,9,4.0,4.0,1446.0,912.0,6,1,648.0,484.0,2.0,2.0,1.5,2039.0,1355,115,0.0,0,36,216,2.449489742783178,4157521.0,8477185319.0,45.155287619502545,1836025,2487813875,36.810324638611924,1836025,2487813875,36.810324638611924,4,8,1.4142135623730951,9,27,1.7320508075688772,0.0,0.0,0.0,2.25,3.375,1.224744871391589,16.0,64.0,2.0,2090916.0,3023464536.0,38.02630668366309,0.0,1.5,2039.0,False,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5456842198621934
1097,1098,68.95370370370371,8.215276958936633,2,1.0,4,3,8,5,1986,1986,0.0,4,3,4.0,3.0,0.0,1.0,1074.0,1074.0,5,1088,1088,1,4.0,5,8.0,0,4.0,1987.0,2.0,461.0,3.0,3.0,2,0,74,137,0,0,3.0,0,2007,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,4.0,4.0,1383.0,912.0,6,2,648.0,461.0,2.0,2.0,1.5,2162.0,1088,211,0.0,0,64,512,2.8284271247461903,4674244.0,10105715528.0,46.49731175025068,1183744,1287913472,32.984845004941285,1183744,1287913472,32.984845004941285,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,2.25,3.375,1.224744871391589,16.0,64.0,2.0,1912689.0,2645248887.0,37.1887079635741,0.0,1.5,2162.0,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5682944945824913
1098,1099,50.0,8.699681400989514,2,1.0,4,3,4,6,1936,1950,0.0,3,3,3.0,3.0,0.0,1.0,0.0,672.0,3,757,1324,1,3.0,6,8.0,0,4.0,1936.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,24,9.0,9,3.0,4.0,720.0,912.0,4,1,648.0,240.0,2.0,1.0,1.0,1996.0,1324,0,0.0,0,16,64,2.0,3984016.0,7952095936.0,44.67661580737735,1752976,2320940224,36.38681079732051,1752976,2320940224,36.38681079732051,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,518400.0,373248000.0,26.832815729997478,672.0,1.0,1996.0,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5462990830653855
1099,1100,82.0,9.382695764458287,2,1.0,3,3,7,5,1978,1978,206.0,3,3,4.0,3.0,0.0,1.0,567.0,1271.0,3,1601,1601,1,3.0,7,8.0,1,3.0,1978.0,2.0,478.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,3,2,2.0,1.0,1.0,1.0,4.0,1.0,1,2.0,1.0,1.0,2.0,1,1,35,9.0,9,3.0,3.0,1434.0,912.0,6,1,648.0,478.0,1.0,1.0,2.0,2872.0,1601,0,1.0,0,49,343,2.6457513110645907,8248384.0,23689358848.0,53.59104402789705,2563201,4103684801,40.01249804748511,2563201,4103684801,40.01249804748511,9,27,1.7320508075688772,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,2056356.0,2948814504.0,37.86819245752297,704.0,2.0,2872.0,True,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.562176860235701
1100,1101,60.0,9.036106025364846,2,1.0,4,3,2,5,1920,1950,0.0,3,3,3.0,2.0,0.0,1.0,0.0,290.0,3,438,438,1,2.0,3,8.0,0,4.0,1930.0,1.0,246.0,3.0,3.0,0,0,0,0,0,0,3.0,0,2009,1,2,2.0,1.0,1.0,2.0,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,10,9.0,9,2.0,4.0,738.0,912.0,2,1,648.0,246.0,2.0,1.0,1.0,728.0,438,0,0.0,0,4,8,1.4142135623730951,529984.0,385828352.0,26.981475126464083,191844,84027672,20.92844953645635,191844,84027672,20.92844953645635,1,1,1.0,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,544644.0,401947272.0,27.16615541441225,290.0,1.0,728.0,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.48508300987998
1101,1102,61.0,9.18594521514146,2,1.0,3,3,5,5,1971,1971,0.0,3,3,3.0,3.0,0.0,2.0,251.0,950.0,3,950,950,1,3.0,5,8.0,0,4.0,1981.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2007,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3.0,4.0,840.0,912.0,4,1,648.0,280.0,2.0,1.0,1.0,1900.0,950,0,0.0,0,25,125,2.23606797749979,3610000.0,6859000000.0,43.58898943540674,902500,857375000,30.822070014844883,902500,857375000,30.822070014844883,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,705600.0,592704000.0,28.982753492378876,699.0,1.0,1900.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5408993859471876
1102,1103,70.0,8.853808274977197,2,1.0,4,3,5,7,1960,2002,45.0,3,3,3.0,3.0,0.0,1.0,422.0,1010.0,5,1134,1134,1,3.0,6,8.0,0,4.0,1960.0,1.0,254.0,3.0,3.0,2,0,16,0,0,0,3.0,0,2007,2,3,2.0,1.0,1.0,2.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1,1,35,9.0,9,3.0,4.0,762.0,912.0,6,1,648.0,254.0,2.0,1.0,1.0,2144.0,1134,16,1.0,0,25,125,2.23606797749979,4596736.0,9855401984.0,46.3033476111609,1285956,1458274104,33.67491648096547,1285956,1458274104,33.67491648096547,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,580644.0,442450728.0,27.60434748368452,588.0,1.0,2144.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.5504632044910513
